PURCHASEORDERID;ORDERDATE;PURCHASEORDERDETAILID;ORDERQTY;PRODUCTID
2627;16/04/2014;5833;550;912
2628;16/04/2014;5834;550;910
2629;16/04/2014;5835;550;937
2632;16/04/2014;5839;550;510
2632;16/04/2014;5840;550;511
2633;16/04/2014;5841;550;527
2634;16/04/2014;5842;550;938
2634;16/04/2014;5843;550;939
2636;16/04/2014;5845;550;523
2641;17/04/2014;5856;550;938
2641;17/04/2014;5857;550;939
2647;17/04/2014;5878;550;513
2649;17/04/2014;5884;550;934
2652;17/04/2014;5890;550;931
2652;17/04/2014;5891;550;932
2654;18/04/2014;5895;550;928
2654;18/04/2014;5896;550;929
2655;18/04/2014;5897;550;332
2656;18/04/2014;5898;550;948
2656;18/04/2014;5899;550;907
2657;18/04/2014;5900;1250;325
2657;18/04/2014;5901;1250;326
2659;18/04/2014;5905;550;930
2659;18/04/2014;5906;550;921
2661;18/04/2014;5908;550;922
2661;18/04/2014;5909;550;923
2662;18/04/2014;5910;550;317
2662;18/04/2014;5911;550;318
2663;18/04/2014;5912;550;928
2663;18/04/2014;5913;550;929
2664;18/04/2014;5914;550;319
2669;21/04/2014;5923;550;530
2671;21/04/2014;5925;550;512
2672;21/04/2014;5926;550;513
2673;21/04/2014;5927;550;319
2678;21/04/2014;5940;550;941
2683;21/04/2014;5947;550;523
2683;21/04/2014;5948;550;524
2685;22/04/2014;5951;550;908
2685;22/04/2014;5952;550;909
2685;22/04/2014;5953;550;910
2685;22/04/2014;5954;550;911
2685;22/04/2014;5955;550;912
2685;22/04/2014;5956;550;913
2685;22/04/2014;5957;550;914
2685;22/04/2014;5958;550;915
2685;22/04/2014;5959;550;916
2687;22/04/2014;5961;550;351
2687;22/04/2014;5962;550;352
2687;22/04/2014;5963;550;679
2688;22/04/2014;5964;550;507
2688;22/04/2014;5965;550;508
2689;22/04/2014;5966;550;355
2689;22/04/2014;5967;550;940
2689;22/04/2014;5968;550;535
2690;22/04/2014;5969;550;351
2690;22/04/2014;5970;550;352
2690;22/04/2014;5971;550;679
2691;22/04/2014;5972;550;507
2691;22/04/2014;5973;550;508
2694;22/04/2014;5978;550;935
2694;22/04/2014;5979;550;936
2696;22/04/2014;5993;550;476
2696;22/04/2014;5994;550;477
2696;22/04/2014;5995;550;478
2696;22/04/2014;5996;550;479
2698;22/04/2014;5998;550;510
2698;22/04/2014;5999;550;511
2698;22/04/2014;6000;550;512
2699;22/04/2014;6005;550;914
2700;22/04/2014;6006;550;525
2701;23/04/2014;6007;550;526
2702;23/04/2014;6008;550;908
2702;23/04/2014;6009;550;909
2704;23/04/2014;6012;550;935
2704;23/04/2014;6013;550;936
2705;23/04/2014;6014;550;524
2706;23/04/2014;6015;550;911
2706;23/04/2014;6016;550;912
2707;23/04/2014;6017;550;910
2708;23/04/2014;6018;550;937
2711;23/04/2014;6025;550;510
2711;23/04/2014;6026;550;511
2712;23/04/2014;6027;550;527
2713;23/04/2014;6028;550;509
2715;23/04/2014;6031;550;523
2720;24/04/2014;6040;550;938
2720;24/04/2014;6041;550;939
2726;24/04/2014;6050;550;513
2728;24/04/2014;6057;550;931
2728;24/04/2014;6058;550;932
2728;24/04/2014;6059;550;933
2728;24/04/2014;6060;550;934
2731;24/04/2014;6066;550;931
2731;24/04/2014;6067;550;932
2733;25/04/2014;6070;550;930
2734;25/04/2014;6071;550;332
2735;25/04/2014;6072;550;948
2735;25/04/2014;6073;550;907
2736;25/04/2014;6074;1250;325
2736;25/04/2014;6075;1250;326
2738;25/04/2014;6079;550;930
2738;25/04/2014;6080;550;921
2740;25/04/2014;6082;550;933
2740;25/04/2014;6083;550;934
2740;25/04/2014;6084;550;922
2741;25/04/2014;6085;550;319
2742;25/04/2014;6086;550;928
2742;25/04/2014;6087;550;929
2743;25/04/2014;6088;550;319
2748;25/04/2014;6099;550;530
2750;28/04/2014;6101;550;512
2751;28/04/2014;6102;550;513
2752;28/04/2014;6103;550;317
2752;28/04/2014;6104;550;318
2757;28/04/2014;6117;550;941
2762;28/04/2014;6124;550;523
2762;28/04/2014;6125;550;524
2764;28/04/2014;6129;550;908
2764;28/04/2014;6130;550;909
2766;29/04/2014;6132;550;351
2766;29/04/2014;6133;550;352
2766;29/04/2014;6134;550;679
2767;29/04/2014;6135;550;507
2767;29/04/2014;6136;550;508
2768;29/04/2014;6137;550;355
2768;29/04/2014;6138;550;940
2768;29/04/2014;6139;550;535
2769;29/04/2014;6140;550;351
2769;29/04/2014;6141;550;352
2769;29/04/2014;6142;550;679
2770;29/04/2014;6143;550;507
2770;29/04/2014;6144;550;508
2773;29/04/2014;6148;550;935
2773;29/04/2014;6149;550;936
2775;29/04/2014;6152;550;480
2775;29/04/2014;6153;550;481
2775;29/04/2014;6154;550;482
2775;29/04/2014;6155;550;483
2775;29/04/2014;6156;550;484
2775;29/04/2014;6157;550;485
2775;29/04/2014;6158;550;486
2775;29/04/2014;6159;550;487
2775;29/04/2014;6160;550;488
2775;29/04/2014;6161;550;489
2777;29/04/2014;6163;550;510
2777;29/04/2014;6164;550;511
2777;29/04/2014;6165;550;512
2778;29/04/2014;6166;550;915
2778;29/04/2014;6167;550;916
2779;29/04/2014;6168;550;525
2780;29/04/2014;6169;550;526
2781;30/04/2014;6170;550;913
2783;30/04/2014;6173;550;935
2783;30/04/2014;6174;550;936
2784;30/04/2014;6175;550;524
2785;30/04/2014;6176;550;911
2785;30/04/2014;6177;550;912
2786;30/04/2014;6178;550;910
2787;30/04/2014;6179;550;937
2790;30/04/2014;6186;550;510
2790;30/04/2014;6187;550;511
2791;30/04/2014;6188;550;527
2792;30/04/2014;6189;550;938
2792;30/04/2014;6190;550;939
2794;30/04/2014;6194;550;523
2799;01/05/2014;6200;550;938
2799;01/05/2014;6201;550;939
2805;01/05/2014;6213;550;513
2807;01/05/2014;6218;550;931
2807;01/05/2014;6219;550;932
2807;01/05/2014;6220;550;933
2807;01/05/2014;6221;550;934
2810;01/05/2014;6232;550;931
2810;01/05/2014;6233;550;932
2812;01/05/2014;6236;550;928
2812;01/05/2014;6237;550;929
2813;02/05/2014;6238;550;332
2814;02/05/2014;6239;550;948
2814;02/05/2014;6240;550;907
2815;02/05/2014;6241;1250;325
2815;02/05/2014;6242;1250;326
2817;02/05/2014;6246;550;930
2817;02/05/2014;6247;550;921
2819;02/05/2014;6249;550;923
2820;02/05/2014;6250;550;317
2820;02/05/2014;6251;550;318
2820;02/05/2014;6252;550;319
2821;02/05/2014;6253;550;928
2821;02/05/2014;6254;550;929
2822;02/05/2014;6255;550;319
2827;02/05/2014;6265;550;530
2829;03/05/2014;6267;550;512
2830;03/05/2014;6268;550;513
2831;03/05/2014;6269;550;319
2836;05/05/2014;6291;550;941
2841;05/05/2014;6298;550;523
2841;05/05/2014;6299;550;524
2843;05/05/2014;6302;550;910
2843;05/05/2014;6303;550;911
2843;05/05/2014;6304;550;912
2845;05/05/2014;6306;550;351
2845;05/05/2014;6307;550;352
2845;05/05/2014;6308;550;679
2846;05/05/2014;6309;550;507
2846;05/05/2014;6310;550;508
2847;05/05/2014;6311;550;355
2847;05/05/2014;6312;550;940
2847;05/05/2014;6313;550;535
2848;05/05/2014;6314;550;351
2848;05/05/2014;6315;550;352
2848;05/05/2014;6316;550;679
2849;06/05/2014;6317;550;507
2849;06/05/2014;6318;550;508
2852;06/05/2014;6322;550;935
2852;06/05/2014;6323;550;936
2854;08/05/2014;6327;550;476
2854;08/05/2014;6328;550;477
2856;08/05/2014;6330;550;510
2856;08/05/2014;6331;550;511
2856;08/05/2014;6332;550;512
2858;08/05/2014;6339;550;525
2859;08/05/2014;6340;550;526
2860;08/05/2014;6341;550;908
2860;08/05/2014;6342;550;909
2860;08/05/2014;6343;550;913
2862;08/05/2014;6346;550;935
2862;08/05/2014;6347;550;936
2863;08/05/2014;6348;550;524
2864;08/05/2014;6349;550;911
2864;08/05/2014;6350;550;912
2865;08/05/2014;6351;550;910
2866;08/05/2014;6352;550;937
2869;09/05/2014;6357;550;510
2869;09/05/2014;6358;550;511
2870;09/05/2014;6359;550;527
2871;09/05/2014;6360;550;509
2873;09/05/2014;6363;550;523
2878;09/05/2014;6370;550;938
2878;09/05/2014;6371;550;939
2884;09/05/2014;6381;550;513
2886;12/05/2014;6386;550;931
2886;12/05/2014;6387;550;932
2886;12/05/2014;6388;550;933
2886;12/05/2014;6389;550;934
2889;12/05/2014;6397;550;931
2889;12/05/2014;6398;550;932
2891;12/05/2014;6402;550;930
2892;12/05/2014;6403;550;332
2893;12/05/2014;6404;550;948
2893;12/05/2014;6405;550;907
2894;12/05/2014;6406;1250;325
2894;12/05/2014;6407;1250;326
2896;12/05/2014;6411;550;930
2896;12/05/2014;6412;550;921
2898;12/05/2014;6414;550;933
2898;12/05/2014;6415;550;934
2898;12/05/2014;6416;550;922
2898;12/05/2014;6417;550;923
2899;12/05/2014;6418;550;317
2899;12/05/2014;6419;550;318
2899;12/05/2014;6420;550;319
2900;12/05/2014;6421;550;928
2900;12/05/2014;6422;550;929
2901;13/05/2014;6423;550;319
2906;13/05/2014;6429;550;530
2908;13/05/2014;6431;550;512
2909;13/05/2014;6432;550;513
2910;13/05/2014;6433;550;317
2910;13/05/2014;6434;550;318
2910;13/05/2014;6435;550;319
2915;13/05/2014;6445;550;941
2920;14/05/2014;6452;550;523
2920;14/05/2014;6453;550;524
2922;14/05/2014;6457;550;913
2922;14/05/2014;6458;550;914
2924;14/05/2014;6460;550;351
2924;14/05/2014;6461;550;352
2925;14/05/2014;6462;550;507
2925;14/05/2014;6463;550;508
2926;14/05/2014;6464;550;355
2926;14/05/2014;6465;550;940
2926;14/05/2014;6466;550;535
2927;14/05/2014;6467;550;351
2927;14/05/2014;6468;550;352
2927;14/05/2014;6469;550;679
2928;14/05/2014;6470;550;507
2928;14/05/2014;6471;550;508
2931;14/05/2014;6476;550;935
2931;14/05/2014;6477;550;936
2933;15/05/2014;6480;550;478
2933;15/05/2014;6481;550;479
2933;15/05/2014;6482;550;480
2935;15/05/2014;6484;550;510
2935;15/05/2014;6485;550;511
2935;15/05/2014;6486;550;512
2936;15/05/2014;6488;550;914
2936;15/05/2014;6489;550;915
2936;15/05/2014;6490;550;916
2937;15/05/2014;6491;550;525
2938;15/05/2014;6492;550;526
2939;15/05/2014;6493;550;908
2939;15/05/2014;6494;550;909
2939;15/05/2014;6495;550;913
2941;15/05/2014;6498;550;935
2941;15/05/2014;6499;550;936
2942;15/05/2014;6500;550;524
2943;15/05/2014;6501;550;911
2943;15/05/2014;6502;550;912
2944;15/05/2014;6503;550;910
2945;15/05/2014;6504;550;937
2948;15/05/2014;6510;550;510
2948;15/05/2014;6511;550;511
2949;16/05/2014;6512;550;527
2950;16/05/2014;6513;550;938
2950;16/05/2014;6514;550;939
2950;16/05/2014;6515;550;509
2952;16/05/2014;6519;550;523
2957;16/05/2014;6527;550;938
2957;16/05/2014;6528;550;939
2963;16/05/2014;6542;550;513
2965;19/05/2014;6545;550;931
2965;19/05/2014;6546;550;932
2965;19/05/2014;6547;550;933
2965;19/05/2014;6548;550;934
2968;19/05/2014;6559;550;931
2968;19/05/2014;6560;550;932
2970;19/05/2014;6566;550;928
2970;19/05/2014;6567;550;929
2970;19/05/2014;6568;550;930
2971;19/05/2014;6569;550;332
2972;19/05/2014;6570;550;948
2972;19/05/2014;6571;550;907
2973;19/05/2014;6572;1250;325
2973;19/05/2014;6573;1250;326
2975;19/05/2014;6576;550;930
2975;19/05/2014;6577;550;921
2977;19/05/2014;6579;550;933
2977;19/05/2014;6580;550;934
2977;19/05/2014;6581;550;922
2977;19/05/2014;6582;550;923
2978;19/05/2014;6583;550;317
2978;19/05/2014;6584;550;318
2978;19/05/2014;6585;550;319
2979;19/05/2014;6586;550;928
2979;19/05/2014;6587;550;929
2980;19/05/2014;6588;550;319
2985;20/05/2014;6597;550;530
2987;20/05/2014;6599;550;512
2988;20/05/2014;6600;550;513
2989;20/05/2014;6601;550;317
2989;20/05/2014;6602;550;318
2989;20/05/2014;6603;550;319
2994;20/05/2014;6616;550;941
2999;21/05/2014;6623;550;523
2999;21/05/2014;6624;550;524
3001;21/05/2014;6628;550;915
3001;21/05/2014;6629;550;916
3003;21/05/2014;6631;550;679
3004;21/05/2014;6632;550;507
3004;21/05/2014;6633;550;508
3005;21/05/2014;6634;550;355
3005;21/05/2014;6635;550;940
3005;21/05/2014;6636;550;535
3006;21/05/2014;6637;550;351
3006;21/05/2014;6638;550;352
3006;21/05/2014;6639;550;679
3007;21/05/2014;6640;550;507
3007;21/05/2014;6641;550;508
3010;21/05/2014;6648;550;935
3010;21/05/2014;6649;550;936
3012;21/05/2014;6654;550;481
3012;21/05/2014;6655;550;482
3014;22/05/2014;6657;550;510
3014;22/05/2014;6658;550;511
3015;22/05/2014;6666;550;914
3015;22/05/2014;6667;550;915
3015;22/05/2014;6668;550;916
3016;22/05/2014;6669;550;525
3017;22/05/2014;6670;550;526
3018;22/05/2014;6671;550;908
3018;22/05/2014;6672;550;909
3018;22/05/2014;6673;550;913
3020;22/05/2014;6676;550;935
3020;22/05/2014;6677;550;936
3021;22/05/2014;6678;550;524
3022;22/05/2014;6679;550;911
3022;22/05/2014;6680;550;912
3023;22/05/2014;6681;550;910
3024;22/05/2014;6682;550;937
3027;22/05/2014;6693;550;510
3027;22/05/2014;6694;550;511
3028;22/05/2014;6695;550;527
3029;23/05/2014;6696;550;938
3029;23/05/2014;6697;550;939
3029;23/05/2014;6698;550;509
3031;23/05/2014;6702;550;523
3036;23/05/2014;6709;550;938
3036;23/05/2014;6710;550;939
3042;23/05/2014;6723;550;513
3044;23/05/2014;6727;550;931
3044;23/05/2014;6728;550;932
3047;24/05/2014;6733;550;931
3047;24/05/2014;6734;550;932
3049;24/05/2014;6736;550;928
3049;24/05/2014;6737;550;929
3049;24/05/2014;6738;550;930
3050;24/05/2014;6739;550;332
3051;24/05/2014;6740;550;948
3051;24/05/2014;6741;550;907
3052;24/05/2014;6742;1250;325
3052;24/05/2014;6743;1250;326
3054;24/05/2014;6745;550;930
3054;24/05/2014;6746;550;921
3056;24/05/2014;6748;550;933
3056;24/05/2014;6749;550;934
3056;24/05/2014;6750;550;922
3056;24/05/2014;6751;550;923
3057;24/05/2014;6752;550;317
3057;24/05/2014;6753;550;318
3057;24/05/2014;6754;550;319
3058;24/05/2014;6755;550;928
3058;24/05/2014;6756;550;929
3059;24/05/2014;6757;550;319
3064;26/05/2014;6766;550;530
3066;26/05/2014;6768;550;512
3067;26/05/2014;6769;550;513
3068;26/05/2014;6770;550;317
3068;26/05/2014;6771;550;318
3068;26/05/2014;6772;550;319
3073;26/05/2014;6784;550;941
3078;27/05/2014;6790;550;523
3078;27/05/2014;6791;550;524
3080;27/05/2014;6794;550;908
3080;27/05/2014;6795;550;909
3080;27/05/2014;6796;550;910
3082;27/05/2014;6798;550;351
3082;27/05/2014;6799;550;352
3083;27/05/2014;6800;550;507
3083;27/05/2014;6801;550;508
3084;27/05/2014;6802;550;355
3084;27/05/2014;6803;550;940
3085;27/05/2014;6804;550;351
3085;27/05/2014;6805;550;352
3085;27/05/2014;6806;550;679
3086;27/05/2014;6807;550;507
3086;27/05/2014;6808;550;508
3089;27/05/2014;6811;550;935
3089;27/05/2014;6812;550;936
3091;27/05/2014;6816;550;483
3091;27/05/2014;6817;550;484
3091;27/05/2014;6818;550;485
3091;27/05/2014;6819;550;486
3093;28/05/2014;6821;550;512
3095;28/05/2014;6824;550;525
3096;28/05/2014;6825;550;526
3097;28/05/2014;6826;550;908
3097;28/05/2014;6827;550;909
3097;28/05/2014;6828;550;913
3099;28/05/2014;6831;550;935
3099;28/05/2014;6832;550;936
3100;28/05/2014;6833;550;524
3101;28/05/2014;6834;550;911
3101;28/05/2014;6835;550;912
3102;28/05/2014;6836;550;910
3103;28/05/2014;6837;550;937
3106;28/05/2014;6841;550;510
3106;28/05/2014;6842;550;511
3107;28/05/2014;6843;550;527
3108;28/05/2014;6844;550;938
3108;28/05/2014;6845;550;939
3108;28/05/2014;6846;550;509
3110;29/05/2014;6849;550;523
3115;29/05/2014;6858;550;938
3115;29/05/2014;6859;550;939
3121;29/05/2014;6875;550;513
3123;29/05/2014;6878;550;933
3123;29/05/2014;6879;550;934
3126;30/05/2014;6891;550;931
3126;30/05/2014;6892;550;932
3128;30/05/2014;6899;550;928
3128;30/05/2014;6900;550;929
3128;30/05/2014;6901;550;930
3129;30/05/2014;6902;550;332
3130;30/05/2014;6903;550;948
3130;30/05/2014;6904;550;907
3131;30/05/2014;6905;1250;325
3131;30/05/2014;6906;1250;326
3133;30/05/2014;6909;550;930
3133;30/05/2014;6910;550;921
3135;30/05/2014;6912;550;933
3135;30/05/2014;6913;550;934
3135;30/05/2014;6914;550;922
3135;30/05/2014;6915;550;923
3136;30/05/2014;6916;550;317
3136;30/05/2014;6917;550;318
3136;30/05/2014;6918;550;319
3137;30/05/2014;6919;550;928
3137;30/05/2014;6920;550;929
3138;30/05/2014;6921;550;319
3143;31/05/2014;6928;550;530
3145;02/06/2014;6930;550;512
3146;02/06/2014;6931;550;513
3147;02/06/2014;6932;550;317
3147;02/06/2014;6933;550;318
3147;02/06/2014;6934;550;319
3152;02/06/2014;6949;550;941
3157;02/06/2014;6954;550;523
3157;02/06/2014;6955;550;524
3159;02/06/2014;6961;550;911
3159;02/06/2014;6962;550;912
3159;02/06/2014;6963;550;913
3159;02/06/2014;6964;550;914
3159;02/06/2014;6965;550;915
3161;03/06/2014;6967;550;679
3162;03/06/2014;6968;550;507
3162;03/06/2014;6969;550;508
3163;03/06/2014;6970;550;535
3164;03/06/2014;6971;550;351
3164;03/06/2014;6972;550;352
3165;03/06/2014;6973;550;507
3165;03/06/2014;6974;550;508
3168;03/06/2014;6982;550;935
3168;03/06/2014;6983;550;936
3170;03/06/2014;6989;550;487
3170;03/06/2014;6990;550;488
3170;03/06/2014;6991;550;489
3172;03/06/2014;6993;550;510
3172;03/06/2014;6994;550;511
3174;03/06/2014;6998;550;525
3175;03/06/2014;6999;550;526
3176;03/06/2014;7000;550;908
3176;03/06/2014;7001;550;909
3176;03/06/2014;7002;550;913
3178;04/06/2014;7005;550;935
3178;04/06/2014;7006;550;936
3179;04/06/2014;7007;550;524
3180;04/06/2014;7008;550;911
3180;04/06/2014;7009;550;912
3181;04/06/2014;7010;550;910
3182;04/06/2014;7011;550;937
3185;04/06/2014;7016;550;510
3185;04/06/2014;7017;550;511
3186;04/06/2014;7018;550;527
3187;04/06/2014;7019;550;938
3187;04/06/2014;7020;550;939
3187;04/06/2014;7021;550;509
3189;04/06/2014;7027;550;523
3194;05/06/2014;7035;550;938
3194;05/06/2014;7036;550;939
3200;05/06/2014;7049;550;513
3202;05/06/2014;7054;550;931
3202;05/06/2014;7055;550;932
3205;05/06/2014;7061;550;931
3205;05/06/2014;7062;550;932
3207;05/06/2014;7066;550;928
3207;05/06/2014;7067;550;929
3207;05/06/2014;7068;550;930
3208;05/06/2014;7069;550;332
3209;06/06/2014;7070;550;948
3209;06/06/2014;7071;550;907
3210;06/06/2014;7072;1250;325
3210;06/06/2014;7073;1250;326
3212;06/06/2014;7075;550;930
3212;06/06/2014;7076;550;921
3214;06/06/2014;7078;550;933
3214;06/06/2014;7079;550;934
3215;06/06/2014;7080;550;317
3215;06/06/2014;7081;550;318
3215;06/06/2014;7082;550;319
3216;06/06/2014;7083;550;928
3216;06/06/2014;7084;550;929
3217;06/06/2014;7085;550;319
3222;06/06/2014;7097;550;530
3224;06/06/2014;7099;550;512
3225;07/06/2014;7100;550;513
3226;07/06/2014;7101;550;317
3226;07/06/2014;7102;550;318
3226;07/06/2014;7103;550;319
3231;07/06/2014;7121;550;941
3236;09/06/2014;7127;550;523
3236;09/06/2014;7128;550;524
3238;09/06/2014;7134;550;916
3240;09/06/2014;7136;550;351
3240;09/06/2014;7137;550;352
3240;09/06/2014;7138;550;679
3241;09/06/2014;7139;550;507
3241;09/06/2014;7140;550;508
3242;09/06/2014;7141;550;355
3242;09/06/2014;7142;550;940
3243;09/06/2014;7143;550;679
3244;09/06/2014;7144;550;507
3244;09/06/2014;7145;550;508
3247;09/06/2014;7150;550;935
3247;09/06/2014;7151;550;936
3249;10/06/2014;7156;550;476
3249;10/06/2014;7157;550;477
3249;10/06/2014;7158;550;478
3249;10/06/2014;7159;550;479
3249;10/06/2014;7160;550;480
3251;10/06/2014;7162;550;512
3253;10/06/2014;7165;550;525
3254;10/06/2014;7166;550;526
3255;10/06/2014;7167;550;908
3255;10/06/2014;7168;550;909
3255;10/06/2014;7169;550;913
3257;10/06/2014;7172;550;935
3257;10/06/2014;7173;550;936
3258;10/06/2014;7174;550;524
3259;10/06/2014;7175;550;911
3259;10/06/2014;7176;550;912
3260;10/06/2014;7177;550;910
3261;10/06/2014;7178;550;937
3264;10/06/2014;7182;550;510
3264;10/06/2014;7183;550;511
3265;11/06/2014;7184;550;527
3266;11/06/2014;7185;550;938
3266;11/06/2014;7186;550;939
3266;11/06/2014;7187;550;509
3268;11/06/2014;7193;550;523
3273;11/06/2014;7200;550;938
3273;11/06/2014;7201;550;939
3279;11/06/2014;7238;550;513
3281;12/06/2014;7242;550;933
3281;12/06/2014;7243;550;934
3284;12/06/2014;7249;550;931
3284;12/06/2014;7250;550;932
3286;12/06/2014;7260;550;928
3286;12/06/2014;7261;550;929
3286;12/06/2014;7262;550;930
3287;12/06/2014;7263;550;332
3288;12/06/2014;7264;550;948
3288;12/06/2014;7265;550;907
3289;12/06/2014;7266;1250;325
3289;12/06/2014;7267;1250;326
3291;12/06/2014;7271;550;930
3291;12/06/2014;7272;550;921
3293;12/06/2014;7274;550;922
3293;12/06/2014;7275;550;923
3294;12/06/2014;7276;550;317
3294;12/06/2014;7277;550;318
3295;12/06/2014;7278;550;928
3295;12/06/2014;7279;550;929
3296;12/06/2014;7280;550;319
3301;13/06/2014;7292;550;530
3303;13/06/2014;7294;550;512
3304;13/06/2014;7295;550;513
3305;13/06/2014;7296;550;317
3305;13/06/2014;7297;550;318
3305;13/06/2014;7298;550;319
3310;13/06/2014;7317;550;941
3315;16/06/2014;7322;550;523
3315;16/06/2014;7323;550;524
3317;16/06/2014;7328;550;908
3317;16/06/2014;7329;550;909
3317;16/06/2014;7330;550;910
3317;16/06/2014;7331;550;911
3317;16/06/2014;7332;550;912
3317;16/06/2014;7333;550;913
3319;16/06/2014;7335;550;351
3319;16/06/2014;7336;550;352
3319;16/06/2014;7337;550;679
3320;16/06/2014;7338;550;507
3320;16/06/2014;7339;550;508
3321;16/06/2014;7340;550;535
3322;16/06/2014;7341;550;351
3322;16/06/2014;7342;550;352
3323;16/06/2014;7343;550;507
3323;16/06/2014;7344;550;508
3326;16/06/2014;7355;550;935
3326;16/06/2014;7356;550;936
3328;16/06/2014;7363;550;481
3328;16/06/2014;7364;550;482
3328;16/06/2014;7365;550;483
3328;16/06/2014;7366;550;484
3328;16/06/2014;7367;550;485
3330;17/06/2014;7369;550;510
3330;17/06/2014;7370;550;511
3330;17/06/2014;7371;550;512
3331;17/06/2014;7372;550;914
3331;17/06/2014;7373;550;915
3331;17/06/2014;7374;550;916
3332;17/06/2014;7375;550;525
3333;17/06/2014;7376;550;526
3334;17/06/2014;7377;550;908
3334;17/06/2014;7378;550;909
3336;17/06/2014;7381;550;935
3336;17/06/2014;7382;550;936
3337;17/06/2014;7383;550;524
3338;17/06/2014;7384;550;911
3338;17/06/2014;7385;550;912
3339;17/06/2014;7386;550;910
3340;17/06/2014;7387;550;937
3343;17/06/2014;7393;550;510
3343;17/06/2014;7394;550;511
3344;17/06/2014;7395;550;527
3345;18/06/2014;7396;550;938
3345;18/06/2014;7397;550;939
3345;18/06/2014;7398;550;509
3347;18/06/2014;7403;550;523
3352;18/06/2014;7413;550;938
3352;18/06/2014;7414;550;939
3358;18/06/2014;7425;550;513
3360;18/06/2014;7431;550;931
3360;18/06/2014;7432;550;932
3360;18/06/2014;7433;550;933
3363;19/06/2014;7440;550;931
3363;19/06/2014;7441;550;932
3365;19/06/2014;7444;550;928
3365;19/06/2014;7445;550;929
3365;19/06/2014;7446;550;930
3366;19/06/2014;7447;550;332
3367;19/06/2014;7448;550;948
3367;19/06/2014;7449;550;907
3368;19/06/2014;7450;1250;325
3368;19/06/2014;7451;1250;326
3370;19/06/2014;7455;550;930
3370;19/06/2014;7456;550;921
3372;19/06/2014;7458;550;933
3372;19/06/2014;7459;550;934
3373;19/06/2014;7460;550;319
3374;19/06/2014;7461;550;928
3374;19/06/2014;7462;550;929
3375;19/06/2014;7463;550;319
3380;20/06/2014;7472;550;530
3382;20/06/2014;7474;550;512
3383;20/06/2014;7475;550;513
3384;20/06/2014;7476;550;317
3384;20/06/2014;7477;550;318
3389;20/06/2014;7494;550;941
3394;21/06/2014;7501;550;523
3394;21/06/2014;7502;550;524
3396;21/06/2014;7504;550;914
3396;21/06/2014;7505;550;915
3396;21/06/2014;7506;550;916
3398;21/06/2014;7508;550;351
3398;21/06/2014;7509;550;352
3398;21/06/2014;7510;550;679
3399;21/06/2014;7511;550;507
3399;21/06/2014;7512;550;508
3400;21/06/2014;7513;550;355
3400;21/06/2014;7514;550;940
3400;21/06/2014;7515;550;535
3401;21/06/2014;7516;550;679
3402;21/06/2014;7517;550;507
3402;21/06/2014;7518;550;508
3405;21/06/2014;7522;550;935
3405;21/06/2014;7523;550;936
3407;21/06/2014;7528;550;486
3407;21/06/2014;7529;550;487
3407;21/06/2014;7530;550;488
3407;21/06/2014;7531;550;489
3409;22/06/2014;7533;550;510
3409;22/06/2014;7534;550;511
3409;22/06/2014;7535;550;512
3411;22/06/2014;7539;550;525
3412;22/06/2014;7540;550;526
3413;23/06/2014;7541;550;913
3415;23/06/2014;7544;550;935
3415;23/06/2014;7545;550;936
3416;23/06/2014;7546;550;524
3417;23/06/2014;7547;550;911
3417;23/06/2014;7548;550;912
3418;23/06/2014;7549;550;910
3419;23/06/2014;7550;550;937
3422;23/06/2014;7554;550;510
3422;23/06/2014;7555;550;511
3423;23/06/2014;7556;550;527
3424;23/06/2014;7557;550;938
3424;23/06/2014;7558;550;939
3426;23/06/2014;7560;550;523
3431;24/06/2014;7571;550;938
3431;24/06/2014;7572;550;939
3437;24/06/2014;7593;550;513
3439;24/06/2014;7599;550;934
3442;24/06/2014;7605;550;931
3442;24/06/2014;7606;550;932
3444;24/06/2014;7610;550;928
3444;24/06/2014;7611;550;929
3445;25/06/2014;7612;550;332
3446;25/06/2014;7613;550;948
3446;25/06/2014;7614;550;907
3447;25/06/2014;7615;1250;325
3447;25/06/2014;7616;1250;326
3449;25/06/2014;7620;550;930
3449;25/06/2014;7621;550;921
3451;25/06/2014;7623;550;922
3451;25/06/2014;7624;550;923
3452;25/06/2014;7625;550;317
3452;25/06/2014;7626;550;318
3453;25/06/2014;7627;550;928
3453;25/06/2014;7628;550;929
3454;25/06/2014;7629;550;319
3459;25/06/2014;7638;550;530
3461;26/06/2014;7640;550;512
3462;26/06/2014;7641;550;513
3463;26/06/2014;7642;550;319
3468;26/06/2014;7655;550;941
3473;26/06/2014;7662;550;523
3473;26/06/2014;7663;550;524
3475;26/06/2014;7666;550;908
3475;26/06/2014;7667;550;909
3475;26/06/2014;7668;550;910
3475;26/06/2014;7669;550;911
3475;26/06/2014;7670;550;912
3475;26/06/2014;7671;550;913
3475;26/06/2014;7672;550;914
3475;26/06/2014;7673;550;915
3475;26/06/2014;7674;550;916
3477;27/06/2014;7676;550;351
3477;27/06/2014;7677;550;352
3477;27/06/2014;7678;550;679
3478;27/06/2014;7679;550;507
3478;27/06/2014;7680;550;508
3479;27/06/2014;7681;550;355
3479;27/06/2014;7682;550;940
3479;27/06/2014;7683;550;535
3480;27/06/2014;7684;550;351
3480;27/06/2014;7685;550;352
