purchaseorderid;revisionnumber;status;employeeid;vendorid;shipmethodid;orderdate              ;shipdate               ;subtotal  ;taxamt   ;freight  ;modifieddate           
3291;4;4;259;1498;4;12/06/2014;21/06/2014;26455,28;2116,42;661,3819;21/06/2014
3292;4;4;260;1674;2;12/06/2014;21/06/2014;944,37;75,55;23,6093;21/06/2014
3293;4;4;258;1652;1;12/06/2014;21/06/2014;6993,53;559,48;174,8381;21/06/2014
3294;4;4;254;1578;3;12/06/2014;21/06/2014;36122,63;2889,81;903,0656;21/06/2014
3295;4;4;257;1538;5;12/06/2014;21/06/2014;37843,58;3027,49;946,0894;21/06/2014
3296;4;4;261;1556;4;12/06/2014;21/06/2014;25531,28;2042,50;638,2819;21/06/2014
3297;4;4;251;1554;5;13/06/2014;22/06/2014;773,96;61,92;19,3489;22/06/2014
3298;4;4;253;1688;4;13/06/2014;22/06/2014;125,75;10,06;3,1437;22/06/2014
3299;4;4;255;1580;5;13/06/2014;22/06/2014;150,79;12,06;3,7698;22/06/2014
3300;4;4;252;1496;4;13/06/2014;22/06/2014;360,05;28,80;9,0011;22/06/2014
3301;4;4;259;1494;2;13/06/2014;22/06/2014;8847,30;707,78;221,1825;22/06/2014
3302;4;4;260;1650;5;13/06/2014;22/06/2014;171,08;13,69;4,2769;22/06/2014
3303;4;4;258;1654;4;13/06/2014;22/06/2014;20397,30;1631,78;509,9325;22/06/2014
3304;4;3;250;1664;3;13/06/2014;22/06/2014;14628,08;1170,25;365,7019;22/06/2014
3305;4;4;257;1678;3;13/06/2014;22/06/2014;58685,55;4694,84;1467,1388;22/06/2014
3306;4;4;261;1616;4;13/06/2014;22/06/2014;481,89;38,55;12,0472;22/06/2014
3307;4;4;251;1492;5;13/06/2014;22/06/2014;773,96;61,92;19,3489;22/06/2014
3308;4;4;253;1602;5;13/06/2014;22/06/2014;1796,04;143,68;44,9009;22/06/2014
3309;5;4;255;1540;5;13/06/2014;22/06/2014;658,95;52,72;16,4737;22/06/2014
3310;4;4;256;1628;5;13/06/2014;22/06/2014;34644,23;2771,54;866,1056;22/06/2014
3311;4;4;259;1604;3;13/06/2014;22/06/2014;1581,93;126,55;39,5483;22/06/2014
3312;4;4;260;1690;5;13/06/2014;22/06/2014;146,29;11,70;3,6572;22/06/2014
3313;4;4;258;1566;5;16/06/2014;25/06/2014;102,56;8,21;2,5641;25/06/2014
3314;4;4;254;1698;5;16/06/2014;25/06/2014;150,79;12,06;3,7698;25/06/2014
3315;4;4;257;1560;5;16/06/2014;25/06/2014;13669,43;1093,55;341,7356;25/06/2014
3316;4;4;261;1692;5;16/06/2014;25/06/2014;13458,69;1076,70;336,4673;25/06/2014
3317;4;4;251;1696;2;16/06/2014;25/06/2014;101720,85;8137,67;2543,0213;25/06/2014
3318;4;4;253;1504;1;16/06/2014;25/06/2014;551,88;44,15;13,7970;25/06/2014
3319;4;4;255;1544;1;16/06/2014;25/06/2014;6987,75;559,02;174,6938;25/06/2014
3320;5;4;256;1530;2;16/06/2014;25/06/2014;28072,28;2245,78;701,8069;25/06/2014
3321;4;4;259;1508;1;16/06/2014;25/06/2014;1917,30;153,38;47,9325;25/06/2014
3322;4;4;250;1694;1;16/06/2014;25/06/2014;4215,75;337,26;105,3938;25/06/2014
3323;4;4;258;1624;2;16/06/2014;25/06/2014;28297,50;2263,80;707,4375;25/06/2014
3324;4;4;254;1548;2;16/06/2014;25/06/2014;59,94;4,80;1,4986;25/06/2014
3325;4;4;257;1598;4;16/06/2014;25/06/2014;1055,57;84,45;26,3891;25/06/2014
3326;4;4;261;1658;5;16/06/2014;25/06/2014;43878,45;3510,28;1096,9613;25/06/2014
3327;4;4;251;1536;4;16/06/2014;25/06/2014;722,45;57,80;18,0613;25/06/2014
3328;4;4;253;1568;2;16/06/2014;25/06/2014;24318,53;1945,48;607,9631;25/06/2014
3329;4;4;255;1648;5;17/06/2014;26/06/2014;142,41;11,39;3,5603;26/06/2014
3330;4;4;256;1646;2;17/06/2014;26/06/2014;48030,68;3842,45;1200,7669;26/06/2014
3331;5;4;259;1672;2;17/06/2014;26/06/2014;50860,43;4068,83;1271,5106;26/06/2014
3332;4;4;260;1600;1;17/06/2014;26/06/2014;1276,28;102,10;31,9069;26/06/2014
3333;4;4;250;1522;1;17/06/2014;26/06/2014;2003,93;160,31;50,0981;26/06/2014
3334;4;4;254;1570;2;17/06/2014;26/06/2014;28343,70;2267,50;708,5925;26/06/2014
3335;4;4;257;1516;1;17/06/2014;26/06/2014;454,86;36,39;11,3715;26/06/2014
3336;4;4;261;1506;5;17/06/2014;26/06/2014;43878,45;3510,28;1096,9613;26/06/2014
3337;4;4;251;1626;2;17/06/2014;26/06/2014;7132,13;570,57;178,3031;26/06/2014
3338;4;4;253;1542;2;17/06/2014;26/06/2014;28343,70;2267,50;708,5925;26/06/2014
3339;4;4;255;1610;4;17/06/2014;26/06/2014;22516,73;1801,34;562,9181;26/06/2014
3340;4;4;256;1638;5;17/06/2014;26/06/2014;34644,23;2771,54;866,1056;26/06/2014
3341;4;4;259;1582;4;17/06/2014;26/06/2014;501,20;40,10;12,5299;26/06/2014
3342;4;4;260;1510;5;17/06/2014;26/06/2014;143,04;11,44;3,5760;26/06/2014
3343;4;4;258;1526;2;17/06/2014;26/06/2014;28199,33;2255,95;704,9831;26/06/2014
3344;4;4;254;1644;1;17/06/2014;26/06/2014;3713,33;297,07;92,8331;26/06/2014
3345;4;4;257;1680;5;18/06/2014;27/06/2014;63831,08;5106,49;1595,7769;27/06/2014
3346;4;4;261;1584;5;18/06/2014;27/06/2014;13361,04;1068,88;334,0260;27/06/2014
3347;4;4;251;1620;5;18/06/2014;27/06/2014;5711,48;456,92;142,7869;27/06/2014
3348;4;4;253;1666;5;18/06/2014;27/06/2014;696,53;55,72;17,4132;27/06/2014
3349;4;4;255;1592;2;18/06/2014;27/06/2014;97,97;7,84;2,4491;27/06/2014
3350;4;4;256;1618;4;18/06/2014;27/06/2014;114,47;9,16;2,8618;27/06/2014
3351;4;4;252;1612;4;18/06/2014;27/06/2014;132,65;10,61;3,3162;27/06/2014
3352;4;4;260;1586;5;18/06/2014;27/06/2014;43878,45;3510,28;1096,9613;27/06/2014
3353;4;4;258;1500;1;18/06/2014;27/06/2014;418,95;33,52;10,4738;27/06/2014
3354;4;4;254;1656;4;18/06/2014;27/06/2014;272,44;21,80;6,8111;27/06/2014
3355;6;4;257;1572;1;18/06/2014;27/06/2014;461,79;36,94;11,5448;27/06/2014
3356;4;4;261;1562;4;18/06/2014;27/06/2014;462,77;37,02;11,5692;27/06/2014
3357;4;4;250;1662;2;18/06/2014;27/06/2014;37,08;2,97;0,9269;27/06/2014
3358;4;4;253;1682;4;18/06/2014;27/06/2014;21558,08;1724,65;538,9519;27/06/2014
3359;4;4;255;1686;4;18/06/2014;27/06/2014;663,67;53,09;16,5918;27/06/2014
3360;5;4;256;1684;5;18/06/2014;27/06/2014;65240,18;5219,21;1631,0044;27/06/2014
3361;4;4;259;1534;4;19/06/2014;28/06/2014;503,09;40,25;12,5772;28/06/2014
3362;4;4;260;1614;5;19/06/2014;28/06/2014;273,07;21,85;6,8268;28/06/2014
3363;4;4;258;1588;5;19/06/2014;28/06/2014;40471,20;3237,70;1011,7800;28/06/2014
3364;4;4;254;1622;5;19/06/2014;28/06/2014;278,52;22,28;6,9631;28/06/2014
3365;4;4;252;1632;5;19/06/2014;28/06/2014;62092,80;4967,42;1552,3200;28/06/2014
3366;4;4;261;1608;5;19/06/2014;28/06/2014;5948,25;475,86;148,7063;28/06/2014
3367;4;4;251;1576;5;19/06/2014;28/06/2014;91117,95;7289,44;2277,9488;28/06/2014
3368;4;4;253;1590;1;19/06/2014;28/06/2014;525,00;42,00;13,1250;28/06/2014
3369;4;4;255;1514;5;19/06/2014;28/06/2014;2003,68;160,29;50,0921;28/06/2014
3370;4;4;256;1498;4;19/06/2014;28/06/2014;26455,28;2116,42;661,3819;28/06/2014
3371;4;4;259;1674;2;19/06/2014;28/06/2014;944,37;75,55;23,6093;28/06/2014
3372;4;4;260;1652;4;19/06/2014;28/06/2014;44594,55;3567,56;1114,8638;28/06/2014
3373;4;4;258;1578;5;19/06/2014;28/06/2014;26720,93;2137,67;668,0231;28/06/2014
3374;4;4;254;1538;5;19/06/2014;28/06/2014;37843,58;3027,49;946,0894;28/06/2014
3375;4;4;257;1556;4;19/06/2014;28/06/2014;25531,28;2042,50;638,2819;28/06/2014
3376;4;4;261;1554;4;19/06/2014;28/06/2014;482,52;38,60;12,0629;28/06/2014
3377;4;4;251;1688;4;20/06/2014;29/06/2014;125,75;10,06;3,1437;29/06/2014
3378;4;4;253;1580;5;20/06/2014;29/06/2014;150,79;12,06;3,7698;29/06/2014
3379;4;4;255;1496;4;20/06/2014;29/06/2014;235,90;18,87;5,8976;29/06/2014
3380;4;4;256;1494;2;20/06/2014;29/06/2014;8847,30;707,78;221,1825;29/06/2014
3381;4;4;259;1650;5;20/06/2014;29/06/2014;171,08;13,69;4,2769;29/06/2014
3382;4;4;260;1654;4;20/06/2014;29/06/2014;20397,30;1631,78;509,9325;29/06/2014
3383;4;4;258;1664;3;20/06/2014;29/06/2014;14628,08;1170,25;365,7019;29/06/2014
3384;4;4;254;1678;3;20/06/2014;29/06/2014;33350,63;2668,05;833,7656;29/06/2014
3385;4;4;257;1616;4;20/06/2014;29/06/2014;475,68;38,05;11,8920;29/06/2014
3386;4;4;261;1492;4;20/06/2014;29/06/2014;482,52;38,60;12,0629;29/06/2014
3387;4;4;251;1602;5;20/06/2014;29/06/2014;1796,04;143,68;44,9009;29/06/2014
3388;4;4;253;1540;4;20/06/2014;29/06/2014;602,25;48,18;15,0562;29/06/2014
3389;4;4;252;1628;5;20/06/2014;29/06/2014;34644,23;2771,54;866,1056;29/06/2014
3390;6;4;256;1604;4;20/06/2014;29/06/2014;1839,51;147,16;45,9876;29/06/2014
3391;4;4;259;1690;5;20/06/2014;29/06/2014;146,29;11,70;3,6572;29/06/2014
3392;4;4;260;1566;5;20/06/2014;29/06/2014;102,56;8,21;2,5641;29/06/2014
3393;4;4;258;1698;5;21/06/2014;30/06/2014;150,79;12,06;3,7698;30/06/2014
3394;4;4;254;1560;5;21/06/2014;30/06/2014;13669,43;1093,55;341,7356;30/06/2014
3395;4;4;257;1692;5;21/06/2014;30/06/2014;2934,54;234,76;73,3635;30/06/2014
3396;4;4;261;1696;2;21/06/2014;30/06/2014;50860,43;4068,83;1271,5106;30/06/2014
3397;4;4;251;1504;1;21/06/2014;30/06/2014;551,88;44,15;13,7970;30/06/2014
3398;4;4;253;1544;1;21/06/2014;30/06/2014;6987,75;559,02;174,6938;30/06/2014
3399;4;4;255;1530;2;21/06/2014;30/06/2014;28072,28;2245,78;701,8069;30/06/2014
3400;4;4;252;1508;1;21/06/2014;30/06/2014;37312,28;2984,98;932,8069;30/06/2014
3401;4;4;259;1694;1;21/06/2014;30/06/2014;3407,25;272,58;85,1813;30/06/2014
3402;4;4;260;1624;2;21/06/2014;30/06/2014;28297,50;2263,80;707,4375;30/06/2014
3403;4;4;258;1548;2;21/06/2014;30/06/2014;59,94;4,80;1,4986;30/06/2014
3404;4;3;250;1598;4;21/06/2014;30/06/2014;240,72;19,26;6,0181;30/06/2014
3405;4;4;257;1658;5;21/06/2014;30/06/2014;43878,45;3510,28;1096,9613;30/06/2014
3406;4;4;261;1536;5;21/06/2014;30/06/2014;544,73;43,58;13,6182;30/06/2014
3407;4;4;251;1568;1;21/06/2014;30/06/2014;18641,70;1491,34;466,0425;30/06/2014
3408;5;4;253;1648;5;21/06/2014;30/06/2014;142,41;11,39;3,5603;30/06/2014
3409;4;4;255;1646;2;22/06/2014;01/07/2014;48030,68;3842,45;1200,7669;01/07/2014
3410;4;4;256;1672;4;22/06/2014;01/07/2014;421,16;33,69;10,5289;01/07/2014
3411;4;4;259;1600;1;22/06/2014;01/07/2014;1276,28;102,10;31,9069;01/07/2014
3412;4;4;260;1522;1;22/06/2014;01/07/2014;2003,93;160,31;50,0981;01/07/2014
3413;4;4;258;1570;4;23/06/2014;02/07/2014;22516,73;1801,34;562,9181;02/07/2014
3414;4;4;254;1516;1;23/06/2014;02/07/2014;454,86;36,39;11,3715;02/07/2014
3415;4;4;257;1506;5;23/06/2014;02/07/2014;43878,45;3510,28;1096,9613;02/07/2014
3416;4;4;261;1626;2;23/06/2014;02/07/2014;7132,13;570,57;178,3031;02/07/2014
3417;4;4;251;1542;2;23/06/2014;02/07/2014;28343,70;2267,50;708,5925;02/07/2014
3418;4;4;253;1610;4;23/06/2014;02/07/2014;22516,73;1801,34;562,9181;02/07/2014
3419;4;4;255;1638;5;23/06/2014;02/07/2014;34644,23;2771,54;866,1056;02/07/2014
3420;4;4;256;1582;4;23/06/2014;02/07/2014;247,56;19,80;6,1890;02/07/2014
3421;4;4;259;1510;5;23/06/2014;02/07/2014;143,04;11,44;3,5760;02/07/2014
3422;4;4;250;1526;2;23/06/2014;02/07/2014;28199,33;2255,95;704,9831;02/07/2014
3423;4;4;258;1644;1;23/06/2014;02/07/2014;3713,33;297,07;92,8331;02/07/2014
3424;4;4;254;1680;5;23/06/2014;02/07/2014;43878,45;3510,28;1096,9613;02/07/2014
3425;4;4;257;1584;5;23/06/2014;02/07/2014;2979,27;238,34;74,4818;02/07/2014
3426;4;4;261;1620;5;23/06/2014;02/07/2014;5711,48;456,92;142,7869;02/07/2014
3427;4;4;251;1666;5;23/06/2014;02/07/2014;776,79;62,14;19,4198;02/07/2014
3428;4;4;253;1592;2;23/06/2014;02/07/2014;97,97;7,84;2,4491;02/07/2014
3429;4;4;255;1618;4;24/06/2014;03/07/2014;114,47;9,16;2,8618;03/07/2014
3430;4;4;256;1612;4;24/06/2014;03/07/2014;132,65;10,61;3,3162;03/07/2014
3431;4;4;259;1586;5;24/06/2014;03/07/2014;43878,45;3510,28;1096,9613;03/07/2014
3432;4;4;260;1500;1;24/06/2014;03/07/2014;418,95;33,52;10,4738;03/07/2014
3433;4;4;250;1656;4;24/06/2014;03/07/2014;389,66;31,17;9,7414;03/07/2014
3434;4;4;254;1572;1;24/06/2014;03/07/2014;461,79;36,94;11,5448;03/07/2014
3435;4;4;257;1562;4;24/06/2014;03/07/2014;1656,84;132,55;419,0000;03/07/2014
3436;4;4;261;1662;2;24/06/2014;03/07/2014;37,08;2,97;0,9269;03/07/2014
3437;4;4;251;1682;4;24/06/2014;03/07/2014;21558,08;1724,65;538,9519;03/07/2014
3438;4;4;253;1686;4;24/06/2014;03/07/2014;624,30;49,94;15,6075;03/07/2014
3439;4;4;255;1684;4;24/06/2014;03/07/2014;20980,58;1678,45;524,5144;03/07/2014
3440;4;4;256;1534;4;24/06/2014;03/07/2014;360,05;28,80;9,0011;03/07/2014
3441;4;4;259;1614;4;24/06/2014;03/07/2014;260,47;20,84;6,5118;03/07/2014
3442;4;4;260;1588;5;24/06/2014;03/07/2014;40471,20;3237,70;1011,7800;03/07/2014
3443;4;4;258;1622;5;24/06/2014;03/07/2014;414,86;33,19;10,3714;03/07/2014
3444;4;4;254;1632;5;24/06/2014;03/07/2014;38421,08;3073,69;960,5269;03/07/2014
3445;4;4;257;1608;5;25/06/2014;04/07/2014;5948,25;475,86;148,7063;04/07/2014
3446;4;4;261;1576;5;25/06/2014;04/07/2014;91117,95;7289,44;2277,9488;04/07/2014
3447;4;4;251;1590;1;25/06/2014;04/07/2014;525,00;42,00;13,1250;04/07/2014
3448;4;4;253;1514;5;25/06/2014;04/07/2014;2003,68;160,29;50,0921;04/07/2014
3449;4;4;255;1498;4;25/06/2014;04/07/2014;26455,28;2116,42;661,3819;04/07/2014
3450;4;4;256;1674;2;25/06/2014;04/07/2014;944,37;75,55;23,6093;04/07/2014
3451;4;4;252;1652;1;25/06/2014;04/07/2014;6993,53;559,48;174,8381;04/07/2014
3452;5;4;260;1578;3;25/06/2014;04/07/2014;36122,63;2889,81;903,0656;04/07/2014
3453;4;4;258;1538;5;25/06/2014;04/07/2014;37843,58;3027,49;946,0894;04/07/2014
3454;4;4;254;1556;4;25/06/2014;04/07/2014;25531,28;2042,50;638,2819;04/07/2014
3455;5;4;257;1554;4;25/06/2014;04/07/2014;111,07;8,89;2,7767;04/07/2014
3456;4;4;261;1688;4;25/06/2014;04/07/2014;125,75;10,06;3,1437;04/07/2014
3457;4;4;250;1580;5;25/06/2014;04/07/2014;150,79;12,06;3,7698;04/07/2014
3458;4;4;253;1496;5;25/06/2014;04/07/2014;696,53;55,72;17,4132;04/07/2014
3459;4;4;255;1494;2;25/06/2014;04/07/2014;8847,30;707,78;221,1825;04/07/2014
3460;4;4;256;1650;5;25/06/2014;04/07/2014;171,08;13,69;4,2769;04/07/2014
3461;4;4;259;1654;4;26/06/2014;05/07/2014;20397,30;1631,78;509,9325;05/07/2014
3462;4;4;260;1664;3;26/06/2014;05/07/2014;14628,08;1170,25;365,7019;05/07/2014
3463;4;4;258;1678;4;26/06/2014;05/07/2014;25334,93;2026,79;6331,0000;05/07/2014
3464;4;4;254;1616;5;26/06/2014;05/07/2014;278,52;22,28;6,9631;05/07/2014
3465;4;4;252;1492;4;26/06/2014;05/07/2014;111,07;8,89;2,7767;05/07/2014
3466;4;4;261;1602;5;26/06/2014;05/07/2014;1796,04;143,68;44,9009;05/07/2014
3467;4;4;251;1540;4;26/06/2014;05/07/2014;748,76;59,90;18,7189;05/07/2014
3468;4;4;253;1628;5;26/06/2014;05/07/2014;34644,23;2771,54;866,1056;05/07/2014
3469;4;4;255;1604;4;26/06/2014;05/07/2014;1839,51;147,16;45,9876;05/07/2014
3470;4;4;256;1690;5;26/06/2014;05/07/2014;146,29;11,70;3,6572;05/07/2014
3471;4;4;259;1566;5;26/06/2014;05/07/2014;102,56;8,21;2,5641;05/07/2014
3472;4;4;260;1698;5;26/06/2014;05/07/2014;150,79;12,06;3,7698;05/07/2014
3473;4;4;258;1560;5;26/06/2014;05/07/2014;13669,43;1093,55;341,7356;05/07/2014
3474;4;4;254;1692;5;26/06/2014;05/07/2014;6444,90;515,59;161,1225;05/07/2014
3475;4;4;257;1696;2;26/06/2014;05/07/2014;152581,28;12206,50;3814,5319;05/07/2014
3476;4;4;261;1504;1;26/06/2014;05/07/2014;551,88;44,15;13,7970;05/07/2014
3477;4;4;251;1544;1;27/06/2014;06/07/2014;6987,75;559,02;174,6938;06/07/2014
3478;4;4;253;1530;2;27/06/2014;06/07/2014;28072,28;2245,78;701,8069;06/07/2014
3479;4;4;255;1508;1;27/06/2014;06/07/2014;37312,28;2984,98;932,8069;06/07/2014
3480;4;4;256;1694;1;27/06/2014;06/07/2014;7623,00;609,84;190,5750;06/07/2014
3481;4;4;259;1624;2;27/06/2014;06/07/2014;28297,50;2263,80;707,4375;06/07/2014
3482;4;4;260;1548;2;27/06/2014;06/07/2014;59,94;4,80;1,4986;06/07/2014
3483;4;4;258;1598;4;27/06/2014;06/07/2014;358,16;28,65;8,9539;06/07/2014
3484;4;4;254;1658;5;27/06/2014;06/07/2014;43878,45;3510,28;1096,9613;06/07/2014
3485;4;4;257;1536;4;27/06/2014;06/07/2014;1637,94;131,04;40,9484;06/07/2014
3486;4;4;261;1568;2;27/06/2014;06/07/2014;29989,58;2399,17;749,7394;06/07/2014
3487;4;4;251;1648;5;27/06/2014;06/07/2014;142,41;11,39;3,5603;06/07/2014
3488;4;4;253;1646;2;27/06/2014;06/07/2014;48030,68;3842,45;1200,7669;06/07/2014
3489;4;4;252;1672;4;27/06/2014;06/07/2014;12127,74;970,22;303,1935;06/07/2014
3490;4;4;256;1600;1;27/06/2014;06/07/2014;1276,28;102,10;31,9069;06/07/2014
3491;4;4;259;1522;1;27/06/2014;06/07/2014;2003,93;160,31;50,0981;06/07/2014
3492;4;4;260;1570;2;27/06/2014;06/07/2014;28343,70;2267,50;708,5925;06/07/2014
3493;4;4;258;1516;1;28/06/2014;07/07/2014;454,86;36,39;11,3715;07/07/2014
3494;4;4;254;1506;5;28/06/2014;07/07/2014;43878,45;3510,28;1096,9613;07/07/2014
3495;4;4;257;1626;2;28/06/2014;07/07/2014;7132,13;570,57;178,3031;07/07/2014
3496;4;4;261;1542;2;28/06/2014;07/07/2014;28343,70;2267,50;708,5925;07/07/2014
3497;4;4;251;1610;4;28/06/2014;07/07/2014;22516,73;1801,34;562,9181;07/07/2014
3498;4;4;253;1638;5;28/06/2014;07/07/2014;34644,23;2771,54;866,1056;07/07/2014
3499;4;4;255;1582;5;28/06/2014;07/07/2014;694,17;55,53;17,3541;07/07/2014
3500;4;4;252;1510;5;28/06/2014;07/07/2014;143,04;11,44;3,5760;07/07/2014
3501;4;4;259;1526;2;28/06/2014;07/07/2014;28199,33;2255,95;704,9831;07/07/2014
3502;4;4;260;1644;1;28/06/2014;07/07/2014;3713,33;297,07;92,8331;07/07/2014
3503;4;4;258;1680;4;28/06/2014;07/07/2014;19952,63;1596,21;498,8156;07/07/2014
3504;5;3;250;1584;5;28/06/2014;07/07/2014;6540,66;523,25;163,5165;07/07/2014
3505;4;4;257;1620;5;30/06/2014;09/07/2014;5711,48;456,92;142,7869;09/07/2014
3506;4;4;261;1666;4;30/06/2014;09/07/2014;484,00;38,75;12,1102;09/07/2014
3507;4;4;251;1592;2;30/06/2014;09/07/2014;97,97;7,84;2,4491;09/07/2014
3508;4;4;253;1618;4;30/06/2014;09/07/2014;114,47;9,16;2,8618;09/07/2014
3509;4;4;255;1612;4;30/06/2014;09/07/2014;132,65;10,61;3,3162;09/07/2014
3510;4;4;256;1586;5;30/06/2014;09/07/2014;43878,45;3510,28;1096,9613;09/07/2014
3511;4;4;259;1500;1;30/06/2014;09/07/2014;418,95;33,52;10,4738;09/07/2014
3512;4;4;260;1656;4;30/06/2014;09/07/2014;240,72;19,26;6,0181;09/07/2014
3513;4;4;258;1572;1;30/06/2014;09/07/2014;461,79;36,94;11,5448;09/07/2014
3514;5;4;254;1562;4;30/06/2014;09/07/2014;253,32;20,27;6,3331;09/07/2014
3515;4;4;257;1662;2;30/06/2014;09/07/2014;37,08;2,97;0,9269;09/07/2014
3516;4;4;261;1682;4;30/06/2014;09/07/2014;21558,08;1724,65;538,9519;09/07/2014
3517;4;4;251;1686;4;30/06/2014;09/07/2014;710,33;56,83;17,7581;09/07/2014
3518;4;4;253;1684;5;30/06/2014;09/07/2014;86220,75;6897,66;2155,5188;09/07/2014
3519;4;4;255;1534;4;30/06/2014;09/07/2014;235,90;18,87;5,8976;09/07/2014
3520;4;4;256;1614;5;30/06/2014;09/07/2014;428,40;34,27;10,7100;09/07/2014
3521;4;4;259;1588;5;01/07/2014;10/07/2014;40471,20;3237,70;1011,7800;10/07/2014
3522;4;4;250;1622;5;01/07/2014;10/07/2014;272,44;21,80;6,8111;10/07/2014
3523;4;4;258;1632;4;01/07/2014;10/07/2014;23671,73;1893,74;591,7931;10/07/2014
3524;4;4;254;1608;5;01/07/2014;10/07/2014;5948,25;475,86;148,7063;10/07/2014
3525;4;4;257;1576;5;01/07/2014;10/07/2014;91117,95;7289,44;2277,9488;10/07/2014
3526;4;4;261;1590;1;01/07/2014;10/07/2014;525,00;42,00;13,1250;10/07/2014
3527;4;4;251;1514;5;01/07/2014;10/07/2014;2003,68;160,29;50,0921;10/07/2014
3528;4;4;253;1498;4;01/07/2014;10/07/2014;26455,28;2116,42;661,3819;10/07/2014
3529;4;4;255;1674;2;01/07/2014;10/07/2014;944,37;75,55;23,6093;10/07/2014
3530;4;4;256;1652;4;01/07/2014;10/07/2014;48186,60;3854,93;1204,6650;10/07/2014
3531;4;4;259;1578;5;01/07/2014;10/07/2014;26720,93;2137,67;668,0231;10/07/2014
3532;4;4;260;1538;5;01/07/2014;10/07/2014;37843,58;3027,49;946,0894;10/07/2014
3533;4;4;250;1556;4;01/07/2014;10/07/2014;25531,28;2042,50;638,2819;10/07/2014
3534;4;4;254;1554;5;01/07/2014;10/07/2014;278,84;22,31;6,9710;10/07/2014
3535;4;4;257;1688;4;01/07/2014;10/07/2014;125,75;10,06;3,1437;10/07/2014
3536;4;4;261;1580;5;01/07/2014;10/07/2014;150,79;12,06;3,7698;10/07/2014
3537;4;4;251;1496;5;02/07/2014;11/07/2014;776,79;62,14;19,4198;11/07/2014
3538;4;4;253;1494;2;02/07/2014;11/07/2014;8847,30;707,78;221,1825;11/07/2014
3539;4;4;255;1650;5;02/07/2014;11/07/2014;171,08;13,69;4,2769;11/07/2014
3540;4;4;256;1654;4;02/07/2014;11/07/2014;20397,30;1631,78;509,9325;11/07/2014
3541;4;4;259;1664;3;02/07/2014;11/07/2014;14628,08;1170,25;365,7019;11/07/2014
3542;4;4;260;1678;3;02/07/2014;11/07/2014;33350,63;2668,05;833,7656;11/07/2014
3543;6;4;258;1616;5;02/07/2014;11/07/2014;414,86;33,19;10,3714;11/07/2014
3544;4;4;254;1492;5;02/07/2014;11/07/2014;278,84;22,31;6,9710;11/07/2014
3545;4;4;257;1602;5;02/07/2014;11/07/2014;1796,04;143,68;44,9009;11/07/2014
3546;7;4;261;1540;4;02/07/2014;11/07/2014;489,07;39,13;12,2267;11/07/2014
3547;4;4;251;1628;5;02/07/2014;11/07/2014;34644,23;2771,54;866,1056;11/07/2014
3548;4;4;253;1604;4;02/07/2014;11/07/2014;1839,51;147,16;45,9876;11/07/2014
3549;4;4;255;1690;5;02/07/2014;11/07/2014;146,29;11,70;3,6572;11/07/2014
3550;4;4;256;1566;5;02/07/2014;11/07/2014;102,56;8,21;2,5641;11/07/2014
3551;4;4;252;1698;5;02/07/2014;11/07/2014;150,79;12,06;3,7698;11/07/2014
3552;4;4;260;1560;5;02/07/2014;11/07/2014;13669,43;1093,55;341,7356;11/07/2014
3553;4;4;258;1692;5;03/07/2014;12/07/2014;9948,33;795,87;248,7083;12/07/2014
3554;4;4;254;1696;2;03/07/2014;12/07/2014;28343,70;2267,50;708,5925;12/07/2014
3555;4;4;257;1504;1;03/07/2014;12/07/2014;551,88;44,15;13,7970;12/07/2014
3556;4;4;261;1544;1;03/07/2014;12/07/2014;6987,75;559,02;174,6938;12/07/2014
3557;4;4;250;1530;2;03/07/2014;12/07/2014;28072,28;2245,78;701,8069;12/07/2014
3558;4;4;253;1508;1;03/07/2014;12/07/2014;37312,28;2984,98;932,8069;12/07/2014
3559;4;4;255;1694;1;03/07/2014;12/07/2014;7623,00;609,84;190,5750;12/07/2014
3560;4;4;256;1624;2;03/07/2014;12/07/2014;28297,50;2263,80;707,4375;12/07/2014
3561;4;4;259;1548;2;03/07/2014;12/07/2014;59,94;4,80;1,4986;12/07/2014
3562;4;4;260;1598;4;03/07/2014;12/07/2014;234,64;18,77;5,8661;12/07/2014
3563;4;4;258;1658;5;03/07/2014;12/07/2014;43878,45;3510,28;1096,9613;12/07/2014
3564;4;4;254;1536;4;03/07/2014;12/07/2014;2475,00;19,78;6,1811;12/07/2014
3565;4;4;252;1568;2;03/07/2014;12/07/2014;49376,25;3950,10;1234,4063;12/07/2014
3566;4;4;261;1648;5;03/07/2014;12/07/2014;142,41;11,39;3,5603;12/07/2014
3567;4;4;251;1646;2;03/07/2014;12/07/2014;48030,68;3842,45;1200,7669;12/07/2014
3568;4;4;253;1672;5;03/07/2014;12/07/2014;39258,45;3140,68;981,4613;12/07/2014
3569;4;4;255;1600;1;04/07/2014;13/07/2014;1276,28;102,10;31,9069;13/07/2014
3570;4;4;256;1522;1;04/07/2014;13/07/2014;2003,93;160,31;50,0981;13/07/2014
3571;4;4;259;1570;4;04/07/2014;13/07/2014;22516,73;1801,34;562,9181;13/07/2014
3572;4;4;260;1516;1;04/07/2014;13/07/2014;454,86;36,39;11,3715;13/07/2014
3573;4;4;258;1506;5;04/07/2014;13/07/2014;43878,45;3510,28;1096,9613;13/07/2014
